file,line,trigger,behavior,category,severity,impact
core/engine_surrogate/analytical_models.py,661,Numerical bounds exceeded on params.get('v_dp') or params.get('v_dp_coefficient') or 0.5,"Clamped to [0.0, 0.95]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable params.get('v_dp') or params.get('v_dp_coefficient') or 0.5 into artificial range
core/engine_surrogate/analytical_models.py,662,Numerical bounds exceeded on params.get('s_wi') or params.get('connate_water_saturation') or S_WI_CONNATE,"Clamped to [0.0, 0.8]",SCIENTIFICALLY QUESTIONABLE,MEDIUM,Forces physical variable params.get('s_wi') or params.get('connate_water_saturation') or S_WI_CONNATE into artificial range
core/engine_surrogate/analytical_models.py,765,Numerical bounds exceeded on sor,"Clamped to [sor_min, sor_imm]",SCIENTIFICALLY QUESTIONABLE,MEDIUM,Forces physical variable sor into artificial range
core/engine_surrogate/analytical_models.py,778,Numerical bounds exceeded on e_sweep,"Clamped to [0.0, 1.0]",SCIENTIFICALLY QUESTIONABLE,MEDIUM,Forces physical variable e_sweep into artificial range
core/engine_surrogate/analytical_models.py,161,"Numerical bounds exceeded on params.get('x_co2', params.get('f_s', s_gas / (s_gas + s_oil)))","Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,"Forces physical variable params.get('x_co2', params.get('f_s', s_gas / (s_gas + s_oil))) into artificial range"
core/engine_surrogate/analytical_models.py,193,Numerical bounds exceeded on displacement_eff,"Clamped to [0.05, 0.95]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable displacement_eff into artificial range
core/engine_surrogate/analytical_models.py,200,Numerical bounds exceeded on rf,"Clamped to [0.05, 0.85]",ARTIFICIAL RESULT-PRODUCING FALLBACK,HIGH,Forces physical variable rf into artificial range
core/engine_surrogate/analytical_models.py,287,Numerical bounds exceeded on (s_g - s_gc) / (1.0 - sor - s_gc),"Clamped to [0.0, 1.0]",SCIENTIFICALLY QUESTIONABLE,MEDIUM,Forces physical variable (s_g - s_gc) / (1.0 - sor - s_gc) into artificial range
core/engine_surrogate/analytical_models.py,312,Numerical bounds exceeded on areal_eff,"Clamped to [0.1, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable areal_eff into artificial range
core/engine_surrogate/analytical_models.py,326,Numerical bounds exceeded on recovery,"Clamped to [0.1, max_cap]",ARTIFICIAL RESULT-PRODUCING FALLBACK,HIGH,Forces physical variable recovery into artificial range
core/engine_surrogate/analytical_models.py,399,"Numerical bounds exceeded on (s_g - s_gc) / max(1.0 - sor - s_gc, EPSILON)","Clamped to [0.0, 1.0]",SCIENTIFICALLY QUESTIONABLE,MEDIUM,"Forces physical variable (s_g - s_gc) / max(1.0 - sor - s_gc, EPSILON) into artificial range"
core/engine_surrogate/analytical_models.py,416,Numerical bounds exceeded on displacement_eff,"Clamped to [0.0, 0.75]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable displacement_eff into artificial range
core/engine_surrogate/analytical_models.py,447,Missing key 'target_pressure_psi',Substituted default 3000.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'target_pressure_psi'=3000.0
core/engine_surrogate/analytical_models.py,475,Numerical bounds exceeded on rf,"Clamped to [0.05, 0.8]",ARTIFICIAL RESULT-PRODUCING FALLBACK,HIGH,Forces physical variable rf into artificial range
core/engine_surrogate/analytical_models.py,559,Numerical bounds exceeded on sweep,"Clamped to [0.0, 0.75]",SCIENTIFICALLY QUESTIONABLE,MEDIUM,Forces physical variable sweep into artificial range
core/engine_surrogate/analytical_models.py,716,Numerical bounds exceeded on omega * omega_tl,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable omega * omega_tl into artificial range
core/engine_surrogate/analytical_models.py,797,Numerical bounds exceeded on 1.0 / (1.0 + N_g),"Clamped to [0.1, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable 1.0 / (1.0 + N_g) into artificial range
core/engine_surrogate/analytical_models.py,815,Numerical bounds exceeded on rf,"Clamped to [0.0, rf_max_physical]",ARTIFICIAL RESULT-PRODUCING FALLBACK,HIGH,Forces physical variable rf into artificial range
core/engine_surrogate/analytical_models.py,950,Numerical bounds exceeded on omega,"Clamped to [0.0001, 1.0 - 0.0001]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable omega into artificial range
core/engine_surrogate/analytical_models.py,922,Numerical bounds exceeded on arg / 2.0,"Clamped to [-10, 10]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable arg / 2.0 into artificial range
core/engine_surrogate/geomechanics_fault.py,93,Numerical bounds exceeded on horizontal_stress_ratio_k0,"Clamped to [0.4, 1.2]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable horizontal_stress_ratio_k0 into artificial range
core/engine_surrogate/geomechanics_fault.py,94,Numerical bounds exceeded on poissons_ratio,"Clamped to [0.1, 0.45]",SCIENTIFICALLY QUESTIONABLE,MEDIUM,Forces physical variable poissons_ratio into artificial range
core/engine_surrogate/geomechanics_fault.py,95,Numerical bounds exceeded on biot_coefficient,"Clamped to [0.5, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable biot_coefficient into artificial range
core/engine_surrogate/geomechanics_fault.py,124,Numerical bounds exceeded on fault_transmissibility_multiplier,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable fault_transmissibility_multiplier into artificial range
core/engine_surrogate/profile_generator_fast.py,145,Missing key 'n_injectors',Substituted default 1,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'n_injectors'=1
core/engine_surrogate/profile_generator_fast.py,147,Missing key 'active_injectors',Substituted default n_injectors,IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'active_injectors'=n_injectors
core/engine_surrogate/profile_generator_fast.py,278,Missing key 'max_production_rate_stbd',Substituted default 0.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'max_production_rate_stbd'=0.0
core/engine_surrogate/profile_generator_fast.py,279,Missing key 'min_production_rate_stbd',Substituted default 0.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'min_production_rate_stbd'=0.0
core/engine_surrogate/profile_generator_fast.py,450,Missing key 'base_decline_rate',Substituted default decline_rate,IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'base_decline_rate'=decline_rate
core/engine_surrogate/profile_generator_fast.py,539,Missing key 'max_production_rate_stbd',Substituted default 0.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'max_production_rate_stbd'=0.0
core/engine_surrogate/profile_generator_fast.py,761,Missing key 'huff_n_puff_injection_period_days',Substituted default 30.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'huff_n_puff_injection_period_days'=30.0
core/engine_surrogate/profile_generator_fast.py,762,Missing key 'huff_n_puff_soaking_period_days',Substituted default 15.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'huff_n_puff_soaking_period_days'=15.0
core/engine_surrogate/profile_generator_fast.py,768,Missing key 'huff_n_puff_production_rate_fraction',Substituted default 0.3,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'huff_n_puff_production_rate_fraction'=0.3
core/engine_surrogate/profile_generator_fast.py,779,Missing key 'injection_rate',Substituted default 5000.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'injection_rate'=5000.0
core/engine_surrogate/profile_generator_fast.py,878,Numerical bounds exceeded on water_cut,"Clamped to [max(0.0, water_cut_start), 0.95]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable water_cut into artificial range
core/engine_surrogate/profile_generator_fast.py,924,Missing key 'pre_breakthrough_co2_fraction_in_solution_gas',Substituted default 0.05,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'pre_breakthrough_co2_fraction_in_solution_gas'=0.05
core/engine_surrogate/profile_generator_fast.py,939,Missing key 'co2_production_rate_constant',Substituted default 0.2,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'co2_production_rate_constant'=0.2
core/engine_surrogate/profile_generator_fast.py,940,Missing key 'injection_profile',Substituted default None,IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'injection_profile'=None
core/engine_surrogate/profile_generator_fast.py,1152,Missing key 'huff_n_puff_injection_period_days',Substituted default 30.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'huff_n_puff_injection_period_days'=30.0
core/engine_surrogate/profile_generator_fast.py,1153,Missing key 'huff_n_puff_soaking_period_days',Substituted default 7.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'huff_n_puff_soaking_period_days'=7.0
core/engine_surrogate/profile_generator_fast.py,1188,Missing key 'swag_simultaneous_injection',Substituted default True,IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'swag_simultaneous_injection'=True
core/engine_surrogate/profile_generator_fast.py,1189,Missing key 'swag_water_gas_ratio',Substituted default 1.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'swag_water_gas_ratio'=1.0
core/engine_surrogate/profile_generator_fast.py,1190,Missing key 'swag_mixing_efficiency',Substituted default 0.9,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'swag_mixing_efficiency'=0.9
core/engine_surrogate/profile_generator_fast.py,1191,Missing key 'swag_cycle_length_days',Substituted default 30,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'swag_cycle_length_days'=30
core/engine_surrogate/profile_generator_fast.py,1226,Missing key 'tapered_initial_rate_multiplier',Substituted default 2.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'tapered_initial_rate_multiplier'=2.0
core/engine_surrogate/profile_generator_fast.py,1227,Missing key 'tapered_final_rate_multiplier',Substituted default 0.5,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'tapered_final_rate_multiplier'=0.5
core/engine_surrogate/profile_generator_fast.py,1232,"Numerical bounds exceeded on time_years / max(duration_years, 0.001)","Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,"Forces physical variable time_years / max(duration_years, 0.001) into artificial range"
core/engine_surrogate/profile_generator_fast.py,208,Missing key 'active_injectors',Substituted default 1,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'active_injectors'=1
core/engine_surrogate/profile_generator_fast.py,283,Numerical bounds exceeded on oil_profile,"Clamped to [0, max_rate]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable oil_profile into artificial range
core/engine_surrogate/profile_generator_fast.py,284,Numerical bounds exceeded on water_profile,"Clamped to [0, max_rate]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable water_profile into artificial range
core/engine_surrogate/profile_generator_fast.py,303,Numerical bounds exceeded on water_cut,"Clamped to [0, 0.95]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable water_cut into artificial range
core/engine_surrogate/profile_generator_fast.py,348,Numerical bounds exceeded on contrast * 0.1,"Clamped to [-0.15, 0.15]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable contrast * 0.1 into artificial range
core/engine_surrogate/profile_generator_fast.py,393,Numerical bounds exceeded on 0.05 * mobility_ratio_wo,"Clamped to [0.0, 0.15]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable 0.05 * mobility_ratio_wo into artificial range
core/engine_surrogate/profile_generator_fast.py,448,Missing key 'decline_rate',"Substituted default params.get('base_decline_rate', 0.15)",IMPLEMENTATION FALLBACK,MEDIUM,"Provides implicit physical parameter 'decline_rate'=params.get('base_decline_rate', 0.15)"
core/engine_surrogate/profile_generator_fast.py,461,Numerical bounds exceeded on post_bt_acceleration,"Clamped to [1.0, 2.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable post_bt_acceleration into artificial range
core/engine_surrogate/profile_generator_fast.py,527,Missing key 'permeability',Substituted default 100.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'permeability'=100.0
core/engine_surrogate/profile_generator_fast.py,858,Missing key 'injection_scheme',Substituted default 'continuous',IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'injection_scheme'='continuous'
core/engine_surrogate/profile_generator_fast.py,864,Missing key 'water_injection_profile',Substituted default None,IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'water_injection_profile'=None
core/engine_surrogate/profile_generator_fast.py,933,Missing key 'solubility_trapping_fraction',Substituted default 0.03,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'solubility_trapping_fraction'=0.03
core/engine_surrogate/profile_generator_fast.py,942,Numerical bounds exceeded on residual_trap + solubility_trap + structural_trap,"Clamped to [0.0, 0.95]",SCIENTIFICALLY QUESTIONABLE,MEDIUM,Forces physical variable residual_trap + solubility_trap + structural_trap into artificial range
core/engine_surrogate/profile_generator_fast.py,949,Numerical bounds exceeded on h_koval * e_eff * koval_mult,"Clamped to [1.0, 50.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable h_koval * e_eff * koval_mult into artificial range
core/engine_surrogate/profile_generator_fast.py,955,Numerical bounds exceeded on frac_flow_co2,"Clamped to [0.15, 0.95]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable frac_flow_co2 into artificial range
core/engine_surrogate/profile_generator_fast.py,1252,Missing key 'tapered_min_rate_floor',Substituted default 0.05,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'tapered_min_rate_floor'=0.05
core/engine_surrogate/profile_generator_fast.py,151,Missing key 'n_injectors',Substituted default 0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'n_injectors'=0
core/engine_surrogate/profile_generator_fast.py,448,Missing key 'base_decline_rate',Substituted default 0.15,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'base_decline_rate'=0.15
core/engine_surrogate/profile_generator_fast.py,822,Missing key 'huff_n_puff_production_decay_rate',Substituted default 0.02,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'huff_n_puff_production_decay_rate'=0.02
core/engine_surrogate/profile_generator_fast.py,131,Missing key 'injection_scheme',Substituted default 'continuous',IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'injection_scheme'='continuous'
core/engine_surrogate/pvt_state.py,161,Numerical bounds exceeded on rho,"Clamped to [2.0, 1100.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable rho into artificial range
core/engine_surrogate/pvt_state.py,202,Numerical bounds exceeded on b_co2_rb_per_mscf,"Clamped to [0.2, 15.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable b_co2_rb_per_mscf into artificial range
core/engine_surrogate/pvt_state.py,226,Numerical bounds exceeded on mu_cp,"Clamped to [0.015, 0.12]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable mu_cp into artificial range
core/engine_surrogate/pvt_state.py,244,Numerical bounds exceeded on rs,"Clamped to [0.0, 4000.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable rs into artificial range
core/engine_surrogate/pvt_state.py,257,Numerical bounds exceeded on x_co2,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable x_co2 into artificial range
core/engine_surrogate/pvt_state.py,274,Numerical bounds exceeded on x_co2,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable x_co2 into artificial range
core/engine_surrogate/pvt_state.py,284,Numerical bounds exceeded on sf,"Clamped to [1.0, 1.8]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable sf into artificial range
core/engine_surrogate/pvt_state.py,307,Numerical bounds exceeded on bo_hc * swelling,"Clamped to [1.02, 2.5]",SCIENTIFICALLY QUESTIONABLE,MEDIUM,Forces physical variable bo_hc * swelling into artificial range
core/engine_surrogate/pvt_state.py,319,Numerical bounds exceeded on x_co2,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable x_co2 into artificial range
core/engine_surrogate/pvt_state.py,326,Numerical bounds exceeded on mu_live_hc,"Clamped to [0.2, self.mu_o_dead]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable mu_live_hc into artificial range
core/engine_surrogate/pvt_state.py,334,Numerical bounds exceeded on mu_o,"Clamped to [0.08, self.mu_o_dead * 1.5]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable mu_o into artificial range
core/engine_surrogate/pvt_state.py,353,Numerical bounds exceeded on y_co2,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable y_co2 into artificial range
core/engine_surrogate/pvt_state.py,367,Numerical bounds exceeded on z_hc,"Clamped to [0.65, 1.4]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable z_hc into artificial range
core/engine_surrogate/pvt_state.py,381,Numerical bounds exceeded on mu_hc,"Clamped to [0.01, 0.06]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable mu_hc into artificial range
core/engine_surrogate/pvt_state.py,458,Numerical bounds exceeded on y_co2_free_gas,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable y_co2_free_gas into artificial range
core/engine_surrogate/surrogate_engine.py,709,Exception caught: Exception,Returns fallback value: self._error_result(str(e)),IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/engine_surrogate/surrogate_engine.py,858,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/engine_surrogate/surrogate_engine.py,450,Missing key 'solution_gas_profile',"Substituted default np.maximum(0.0, total_gas_rate - co2_prod_rate)",IMPLEMENTATION FALLBACK,MEDIUM,"Provides implicit physical parameter 'solution_gas_profile'=np.maximum(0.0, total_gas_rate - co2_prod_rate)"
core/engine_surrogate/surrogate_engine.py,452,Missing key 'water_injection_profile',Substituted default np.zeros_like(oil_rate),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'water_injection_profile'=np.zeros_like(oil_rate)
core/engine_surrogate/surrogate_engine.py,423,"Numerical bounds exceeded on cum_inj_mscf * CO2_TONNE_PER_MSCF / max(ooip_val * 0.135, 1.0)","Clamped to [0.0, 0.85]",LEGITIMATE NUMERICAL SAFETY,LOW,"Forces physical variable cum_inj_mscf * CO2_TONNE_PER_MSCF / max(ooip_val * 0.135, 1.0) into artificial range"
core/engine_surrogate/surrogate_engine.py,431,Numerical bounds exceeded on recovery_factor,"Clamped to [0.0, rf_max_physical]",ARTIFICIAL RESULT-PRODUCING FALLBACK,HIGH,Forces physical variable recovery_factor into artificial range
core/engine_surrogate/surrogate_engine.py,844,Numerical bounds exceeded on t_bt_calc,"Clamped to [0.1, max(lifetime * 0.9, 0.5)]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable t_bt_calc into artificial range
core/engine_surrogate/surrogate_engine.py,247,Missing key 'compressibility_oil',Substituted default 1e-05,IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'compressibility_oil'=1e-05
core/engine_surrogate/surrogate_engine.py,248,Missing key 'compressibility_water',Substituted default 3e-06,IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'compressibility_water'=3e-06
core/engine_surrogate/surrogate_engine.py,249,Missing key 'compressibility_rock',"Substituted default getattr(reservoir_data, 'rock_compressibility', 4e-06)",IMPLEMENTATION FALLBACK,MEDIUM,"Provides implicit physical parameter 'compressibility_rock'=getattr(reservoir_data, 'rock_compressibility', 4e-06)"
core/engine_surrogate/surrogate_engine.py,286,Numerical bounds exceeded on cum_inj_tonne * 0.55 / (oil_mass_tonne + cum_inj_tonne * 0.55),"Clamped to [0.0, 0.85]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable cum_inj_tonne * 0.55 / (oil_mass_tonne + cum_inj_tonne * 0.55) into artificial range
core/engine_surrogate/surrogate_engine.py,288,"Numerical bounds exceeded on cum_inj_mscf_running / max(cum_inj_mscf_running + 1000.0, 1.0)","Clamped to [0.05, 0.95]",LEGITIMATE NUMERICAL SAFETY,LOW,"Forces physical variable cum_inj_mscf_running / max(cum_inj_mscf_running + 1000.0, 1.0) into artificial range"
core/engine_surrogate/surrogate_engine.py,308,"Numerical bounds exceeded on remaining_oil_stb * bo_dynamic / max(vp_dynamic, 1.0)","Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,"Forces physical variable remaining_oil_stb * bo_dynamic / max(vp_dynamic, 1.0) into artificial range"
core/engine_surrogate/surrogate_engine.py,310,"Numerical bounds exceeded on water_in_res_bbl / max(vp_dynamic, 1.0)","Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,"Forces physical variable water_in_res_bbl / max(vp_dynamic, 1.0) into artificial range"
core/engine_surrogate/surrogate_engine.py,311,Numerical bounds exceeded on 1.0 - S_o - S_w,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable 1.0 - S_o - S_w into artificial range
core/engine_surrogate/surrogate_engine.py,337,Missing key 'water_injection_profile',Substituted default np.zeros_like(profile_result['oil_profile']),IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'water_injection_profile'=np.zeros_like(profile_result['oil_profile'])
core/engine_surrogate/surrogate_engine.py,377,Numerical bounds exceeded on dp,"Clamped to [-450.0, 450.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable dp into artificial range
core/engine_surrogate/surrogate_engine.py,389,Numerical bounds exceeded on current_p,"Clamped to [p_min, p_safe_ceiling]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable current_p into artificial range
core/engine_surrogate/surrogate_engine.py,430,Missing key 'sor',Substituted default 0.25,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'sor'=0.25
core/engine_surrogate/surrogate_engine.py,835,Missing key 'injection_scheme',Substituted default 'continuous',IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'injection_scheme'='continuous'
core/engine_surrogate/surrogate_models.py,553,Exception caught: Exception,"Returns fallback value: {'recovery_factor': 0.0, 'npv': 0.0, 'cumulative_oil': 0.0, 'co2_stored': 0.0, 'confidence': 0.0, 'error': str(e)}",IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/engine_surrogate/surrogate_models.py,182,Numerical bounds exceeded on areal_eff,"Clamped to [0.1, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable areal_eff into artificial range
core/engine_surrogate/surrogate_models.py,200,Numerical bounds exceeded on vertical_eff,"Clamped to [0.1, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable vertical_eff into artificial range
core/engine_surrogate/surrogate_models.py,243,Numerical bounds exceeded on trapping_eff,"Clamped to [0.1, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable trapping_eff into artificial range
core/engine_surrogate/surrogate_models.py,333,Numerical bounds exceeded on cumulative_recycle_frac,"Clamped to [0.0, max_recycle_frac]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable cumulative_recycle_frac into artificial range
core/engine_surrogate/surrogate_models.py,365,"Numerical bounds exceeded on net_stored_tonne / max(co2_injected_total, EPSILON)","Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,"Forces physical variable net_stored_tonne / max(co2_injected_total, EPSILON) into artificial range"
core/engine_surrogate/surrogate_models.py,410,Numerical bounds exceeded on overall_eff,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable overall_eff into artificial range
core/engine_surrogate/surrogate_models.py,594,Missing key 'target_pressure_psi',Substituted default 3000.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'target_pressure_psi'=3000.0
core/engine_surrogate/surrogate_models.py,595,Missing key 'mmp',Substituted default 2500.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'mmp'=2500.0
core/engine_surrogate/surrogate_models.py,603,Missing key 'injection_rate',Substituted default 5000.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'injection_rate'=5000.0
core/engine_surrogate/surrogate_models.py,609,Missing key 'sor',Substituted default S_OR_BASE,IMPLEMENTATION FALLBACK,MEDIUM,Provides implicit physical parameter 'sor'=S_OR_BASE
core/engine_surrogate/surrogate_models.py,109,Missing key 'injection_rate',Substituted default 0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'injection_rate'=0
core/engine_surrogate/surrogate_models.py,113,Missing key 'target_pressure_psi',Substituted default 0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'target_pressure_psi'=0
core/engine_surrogate/surrogate_models.py,484,Missing key 'injection_rate',Substituted default 5000.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'injection_rate'=5000.0
core/engine_surrogate/surrogate_models.py,488,Missing key 'recycle_growth_rate',Substituted default 1.5,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'recycle_growth_rate'=1.5
core/engine_surrogate/surrogate_models.py,510,Missing key 'discount_rate',Substituted default 0.1,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'discount_rate'=0.1
core/engine_surrogate/surrogate_models.py,621,Numerical bounds exceeded on confidence,"Clamped to [0.0, 1.0]",LEGITIMATE NUMERICAL SAFETY,LOW,Forces physical variable confidence into artificial range
core/engine_surrogate/surrogate_models.py,504,Missing key 'solution_gas_co2_fraction',Substituted default 0.2,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'solution_gas_co2_fraction'=0.2
core/engine_surrogate/surrogate_models.py,543,Numerical bounds exceeded on recovery_factor,"Clamped to [0.0, 1.0]",ARTIFICIAL RESULT-PRODUCING FALLBACK,HIGH,Forces physical variable recovery_factor into artificial range
core/engine_surrogate/surrogate_models.py,537,Missing key 'pressure',"Substituted default params.get('target_pressure_psi', 3000.0)",IMPLEMENTATION FALLBACK,MEDIUM,"Provides implicit physical parameter 'pressure'=params.get('target_pressure_psi', 3000.0)"
core/engine_surrogate/surrogate_models.py,538,Missing key 'mmp',Substituted default 2500.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'mmp'=2500.0
core/engine_surrogate/surrogate_models.py,537,Missing key 'target_pressure_psi',Substituted default 3000.0,LEGITIMATE ENGINEERING DEFAULT,MEDIUM,Provides implicit physical parameter 'target_pressure_psi'=3000.0
core/geology/geostatistical_modeling.py,173,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/geology/geostatistical_modeling.py,287,Exception caught: Exception,Catches error and continues,IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
core/geology/geostatistical_modeling.py,470,Exception caught: Exception,"Returns fallback value: (facies_map, facies_info)",IMPLEMENTATION FALLBACK,MEDIUM,Alters simulation trajectory or suppresses state divergence
