Module,Line,Literal,Code Snippet
core/engine_surrogate/analytical_models.py,419,0.75,"return float(np.clip(displacement_eff, 0.0, 0.75))"
core/engine_surrogate/analytical_models.py,450,3000.0,"pressure = params.get(""pressure"", params.get(""target_pressure_psi"", 3000.0))"
core/engine_surrogate/analytical_models.py,451,2500.0,"mmp = params.get(""mmp"", 2500.0)"
core/engine_surrogate/analytical_models.py,452,0.3,"c7_plus = params.get(""c7_plus_fraction"", 0.3)"
core/engine_surrogate/analytical_models.py,461,0.95,alpha = 0.95 + 0.05 * (c7_plus - 0.3)
core/engine_surrogate/analytical_models.py,461,0.05,alpha = 0.95 + 0.05 * (c7_plus - 0.3)
core/engine_surrogate/analytical_models.py,461,0.3,alpha = 0.95 + 0.05 * (c7_plus - 0.3)
core/engine_surrogate/analytical_models.py,462,20.0,beta = 20.0
core/engine_surrogate/analytical_models.py,478,0.05,"return float(np.clip(rf, 0.05, 0.80))"
core/engine_surrogate/analytical_models.py,478,0.8,"return float(np.clip(rf, 0.05, 0.80))"
core/engine_surrogate/analytical_models.py,495,0.75,self.model = KovalRecoveryModel(max_rf_cap=0.75)
core/engine_surrogate/analytical_models.py,529,0.78,kv = hk · (0.78 + 0.22·M^0.25)⁴  [Koval factor]
core/engine_surrogate/analytical_models.py,529,0.22,kv = hk · (0.78 + 0.22·M^0.25)⁴  [Koval factor]
core/engine_surrogate/analytical_models.py,529,0.25,kv = hk · (0.78 + 0.22·M^0.25)⁴  [Koval factor]
core/engine_surrogate/analytical_models.py,532,0.999,"v_dp = np.clip(params.get(""v_dp"", params.get(""v_dp_coefficient"", 0.5)), 0.0, 0.999)"
core/engine_surrogate/analytical_models.py,533,5.0,"M = max(params.get(""mobility_ratio"", 5.0), EPSILON)"
core/engine_surrogate/analytical_models.py,541,0.78,kv = hk * (0.78 + 0.22 * M**0.25) ** 4
core/engine_surrogate/analytical_models.py,541,0.22,kv = hk * (0.78 + 0.22 * M**0.25) ** 4
core/engine_surrogate/analytical_models.py,541,0.25,kv = hk * (0.78 + 0.22 * M**0.25) ** 4
core/engine_surrogate/analytical_models.py,562,0.75,"return float(np.clip(sweep, 0.0, 0.75))"
core/engine_surrogate/analytical_models.py,581,15.988,Formula: MMP = 15.988 · T^0.744206 · (55 - API)^0.279033
core/engine_surrogate/analytical_models.py,581,0.744206,Formula: MMP = 15.988 · T^0.744206 · (55 - API)^0.279033
core/engine_surrogate/analytical_models.py,581,0.279033,Formula: MMP = 15.988 · T^0.744206 · (55 - API)^0.279033
core/engine_surrogate/analytical_models.py,587,55.0,"gravity_term = max(55.0 - api_gravity, 1.0)"
core/engine_surrogate/analytical_models.py,588,15.988,mmp = 15.988 * (temperature_f**0.744206) * (gravity_term**0.279033)
core/engine_surrogate/analytical_models.py,588,0.744206,mmp = 15.988 * (temperature_f**0.744206) * (gravity_term**0.279033)
core/engine_surrogate/analytical_models.py,588,0.279033,mmp = 15.988 * (temperature_f**0.744206) * (gravity_term**0.279033)
core/engine_surrogate/analytical_models.py,596,4.773,Formula: MMP = 1016 + 4.773·T - 0.00946·T² + 0.000021·T³
core/engine_surrogate/analytical_models.py,596,0.00946,Formula: MMP = 1016 + 4.773·T - 0.00946·T² + 0.000021·T³
core/engine_surrogate/analytical_models.py,596,2.1e-05,Formula: MMP = 1016 + 4.773·T - 0.00946·T² + 0.000021·T³
core/engine_surrogate/analytical_models.py,601,1016.0,mmp = 1016.0 + 4.773 * T - 0.00946 * (T**2) + 0.000021 * (T**3)
core/engine_surrogate/analytical_models.py,601,4.773,mmp = 1016.0 + 4.773 * T - 0.00946 * (T**2) + 0.000021 * (T**3)
core/engine_surrogate/analytical_models.py,601,0.00946,mmp = 1016.0 + 4.773 * T - 0.00946 * (T**2) + 0.000021 * (T**3)
core/engine_surrogate/analytical_models.py,601,2.1e-05,mmp = 1016.0 + 4.773 * T - 0.00946 * (T**2) + 0.000021 * (T**3)
core/engine_surrogate/analytical_models.py,619,20.0,beta = 20.0  # Sharpness of transition
core/engine_surrogate/analytical_models.py,715,0.9,Steepness (beta) derived from a 10% pressure window (Pr = 0.9 to 1.1).
core/engine_surrogate/analytical_models.py,715,1.1,Steepness (beta) derived from a 10% pressure window (Pr = 0.9 to 1.1).
core/engine_surrogate/analytical_models.py,724,3000.0,"pressure = params.get(""pressure"") or params.get(""target_pressure_psi"") or 3000.0"
core/engine_surrogate/analytical_models.py,725,2500.0,"mmp = params.get(""mmp"") or 2500.0"
core/engine_surrogate/analytical_models.py,728,0.95,"v_dp = np.clip(params.get(""v_dp"") or params.get(""v_dp_coefficient"") or 0.5, 0.0, 0.95)"
core/engine_surrogate/analytical_models.py,730,0.8,"params.get(""s_wi"") or params.get(""connate_water_saturation"") or S_WI_CONNATE, 0.0, 0.8"
core/engine_surrogate/analytical_models.py,732,1.5,"viscosity_oil = params.get(""viscosity_oil"") or params.get(""mu_oil"") or 1.5"
core/engine_surrogate/analytical_models.py,733,0.05,"viscosity_inj = params.get(""viscosity_inj"") or params.get(""co2_viscosity"") or 0.05"
core/engine_surrogate/analytical_models.py,738,0.3,"c7_plus = params.get(""c7_plus_fraction"") or params.get(""c7_plus"") or 0.3"
core/engine_surrogate/analytical_models.py,745,100.0,"perm_md = params.get(""permeability"") or 100.0"
core/engine_surrogate/analytical_models.py,746,0.15,"porosity = params.get(""porosity"") or 0.15"
core/engine_surrogate/analytical_models.py,748,0.15,phi_ref = 0.15
core/engine_surrogate/analytical_models.py,749,100.0,k_ref = 100.0
core/engine_surrogate/analytical_models.py,757,0.03,n_o_adj = n_o * (1.0 + 0.03 * log_k)
core/engine_surrogate/analytical_models.py,758,0.03,n_g_adj = n_g * (1.0 + 0.03 * log_k)
core/engine_surrogate/analytical_models.py,760,0.8,"k_ro_0 = params.get(""k_ro_0"") or 0.8"
core/engine_surrogate/analytical_models.py,763,0.15,k_ro_end = k_ro_0 * phi_factor**0.15
core/engine_surrogate/analytical_models.py,764,0.15,k_rg_end = k_rg_0 * phi_factor**0.15
core/engine_surrogate/analytical_models.py,772,0.6,"omega_tl = params.get(""omega_tl"") or 0.6"
core/engine_surrogate/analytical_models.py,779,0.15,omega_tl = omega_tl * (1.0 - 0.15 * flashing_fraction)
core/engine_surrogate/analytical_models.py,781,0.25,mu_mix = (0.5 * (viscosity_inj**-0.25) + 0.5 * (viscosity_oil**-0.25)) ** -4.0
core/engine_surrogate/analytical_models.py,781,0.25,mu_mix = (0.5 * (viscosity_inj**-0.25) + 0.5 * (viscosity_oil**-0.25)) ** -4.0
core/engine_surrogate/analytical_models.py,781,4.0,mu_mix = (0.5 * (viscosity_inj**-0.25) + 0.5 * (viscosity_oil**-0.25)) ** -4.0
core/engine_surrogate/analytical_models.py,795,0.78,e_eff = (0.78 + 0.22 * (M**0.25)) ** 4
core/engine_surrogate/analytical_models.py,795,0.22,e_eff = (0.78 + 0.22 * (M**0.25)) ** 4
core/engine_surrogate/analytical_models.py,795,0.25,e_eff = (0.78 + 0.22 * (M**0.25)) ** 4
core/engine_surrogate/analytical_models.py,800,100.0,"perm_md = params.get(""permeability"") or 100.0"
core/engine_surrogate/analytical_models.py,804,5000.0,"inj_mscfd = params.get(""injection_rate"") or 5000.0"
core/engine_surrogate/analytical_models.py,807,5.615,q_res_ft3_day = q_res_bbl_day * 5.615
core/engine_surrogate/analytical_models.py,808,1000.0,"area_ft2 = (params.get(""width_ft"") or 1000.0) * (params.get(""thickness_ft"") or 50.0)"
core/engine_surrogate/analytical_models.py,808,50.0,"area_ft2 = (params.get(""width_ft"") or 1000.0) * (params.get(""thickness_ft"") or 50.0)"
core/engine_surrogate/analytical_models.py,812,30.0,"sigma_ref = params.get(""co2_oil_interfacial_tension"") or params.get(""ift_dynes_cm"") or 30.0"
core/engine_surrogate/analytical_models.py,814,0.01,"sigma_dynes_cm = max(0.01, sigma_ref * (1.0 - 0.999 * omega))"
core/engine_surrogate/analytical_models.py,814,0.999,"sigma_dynes_cm = max(0.01, sigma_ref * (1.0 - 0.999 * omega))"
core/engine_surrogate/analytical_models.py,819,3.5e-06,"N_c = (viscosity_inj * u_ft_day / max(sigma_dynes_cm, EPSILON)) * 3.5e-6"
core/engine_surrogate/analytical_models.py,820,1e-05,N_c_ref = 1.0e-5
core/engine_surrogate/analytical_models.py,823,0.3,"sor_imm = params.get(""sor"") or 0.3"
core/engine_surrogate/analytical_models.py,824,0.05,"sor_min = params.get(""min_sor"") or 0.05"
core/engine_surrogate/analytical_models.py,849,50.0,"delta_rho = abs((params.get(""rho_oil"") or 50.0) - (params.get(""rho_co2"") or 44.0))"
core/engine_surrogate/analytical_models.py,849,44.0,"delta_rho = abs((params.get(""rho_oil"") or 50.0) - (params.get(""rho_co2"") or 44.0))"
core/engine_surrogate/analytical_models.py,852,0.01,"effective_angle = max(sin_theta, 0.01)"
core/engine_surrogate/analytical_models.py,860,4.3948e-05,N_g = (perm_md * delta_rho * effective_angle * 4.3948e-5) / (
core/engine_surrogate/analytical_models.py,864,0.1,"e_v = float(np.clip(1.0 / (1.0 + N_g), 0.1, 1.0))"
core/engine_surrogate/analytical_models.py,895,3000.0,"pressure = params.get(""pressure"", 3000.0)"
core/engine_surrogate/analytical_models.py,896,2500.0,"mmp = params.get(""mmp"", 2500.0)"
core/engine_surrogate/analytical_models.py,897,0.3,"c7_plus = params.get(""c7_plus_fraction"", 0.3)"
core/engine_surrogate/analytical_models.py,906,0.001,h_rel = 0.001
core/engine_surrogate/analytical_models.py,907,0.01,h_abs = 0.01
core/engine_surrogate/analytical_models.py,957,3000.0,"pressure = kwargs.pop(""pressure"", kwargs.pop(""target_pressure_psi"", 3000.0))"
core/engine_surrogate/analytical_models.py,962,2500.0,"mmp = kwargs.pop(""mmp"", 2500.0)"
core/engine_surrogate/analytical_models.py,966,0.3,"c7_plus = kwargs.pop(""c7_plus_fraction"", kwargs.pop(""c7_plus"", 0.3))"
core/engine_surrogate/analytical_models.py,974,0.1,"lambda_c7 = kwargs.get(""lambda_c7"", 0.1)"
core/engine_surrogate/analytical_models.py,975,0.3,alpha_eff = alpha_base + lambda_c7 * (c7_plus - 0.3)
core/engine_surrogate/analytical_models.py,978,0.1,"miscibility_window = kwargs.get(""miscibility_window"", 0.1)"
core/engine_surrogate/analytical_models.py,979,4.394,"beta_transition = 4.394 / max(miscibility_window, 0.01)"
core/engine_surrogate/analytical_models.py,979,0.01,"beta_transition = 4.394 / max(miscibility_window, 0.01)"
core/engine_surrogate/analytical_models.py,993,0.3,"c7_plus: float = 0.3,"
core/engine_surrogate/analytical_models.py,1013,0.1,"lambda_c7 = kwargs.get(""lambda_c7"", 0.1)"
core/engine_surrogate/analytical_models.py,1014,0.3,alpha_eff = alpha_base + lambda_c7 * (c7_plus - 0.3)
core/engine_surrogate/analytical_models.py,1015,0.1,"miscibility_window = kwargs.get(""miscibility_window"", 0.1)"
core/engine_surrogate/analytical_models.py,1016,4.394,"beta_transition = 4.394 / max(miscibility_window, 0.01)"
core/engine_surrogate/analytical_models.py,1016,0.01,"beta_transition = 4.394 / max(miscibility_window, 0.01)"
core/engine_surrogate/profile_generator_fast.py,84,1.8,"q_two_phase = (pi * mmp / 1.8) * max(0.0, 1.0 - 0.2 * ratio - 0.8 * (ratio**2))"
core/engine_surrogate/profile_generator_fast.py,84,0.2,"q_two_phase = (pi * mmp / 1.8) * max(0.0, 1.0 - 0.2 * ratio - 0.8 * (ratio**2))"
core/engine_surrogate/profile_generator_fast.py,84,0.8,"q_two_phase = (pi * mmp / 1.8) * max(0.0, 1.0 - 0.2 * ratio - 0.8 * (ratio**2))"
core/engine_surrogate/profile_generator_fast.py,89,1.8,"return float((pi * p_res / 1.8) * max(0.0, 1.0 - 0.2 * ratio - 0.8 * (ratio**2)))"
core/engine_surrogate/profile_generator_fast.py,89,0.2,"return float((pi * p_res / 1.8) * max(0.0, 1.0 - 0.2 * ratio - 0.8 * (ratio**2)))"
core/engine_surrogate/profile_generator_fast.py,89,0.8,"return float((pi * p_res / 1.8) * max(0.0, 1.0 - 0.2 * ratio - 0.8 * (ratio**2)))"
core/engine_surrogate/profile_generator_fast.py,126,365.25,"time_vector = np.linspace(0, n_years * 365.25, n_points)"
core/engine_surrogate/profile_generator_fast.py,280,5.0,"breakthrough_time_years = params.get(""breakthrough_time_years"", 5.0)"
core/engine_surrogate/profile_generator_fast.py,290,365.25,time_years = time_vector / 365.25
core/engine_surrogate/profile_generator_fast.py,303,0.95,"water_cut = np.clip(water_cut, 0, 0.95)"
core/engine_surrogate/profile_generator_fast.py,334,0.05,"mu_g = float(params.get(""co2_viscosity"", 0.05))"
core/engine_surrogate/profile_generator_fast.py,338,0.3,"k_rg = float(params.get(""k_rg_0"", 0.3))"
core/engine_surrogate/profile_generator_fast.py,339,0.2,"k_rw = float(params.get(""k_rw_0"", 0.2))"
core/engine_surrogate/profile_generator_fast.py,340,0.8,"k_ro = float(params.get(""k_ro_0"", 0.8))"
core/engine_surrogate/profile_generator_fast.py,348,0.1,"amp = float(np.clip(contrast * 0.1, -0.15, 0.15))"
core/engine_surrogate/profile_generator_fast.py,348,0.15,"amp = float(np.clip(contrast * 0.1, -0.15, 0.15))"
core/engine_surrogate/profile_generator_fast.py,348,0.15,"amp = float(np.clip(contrast * 0.1, -0.15, 0.15))"
core/engine_surrogate/profile_generator_fast.py,390,0.2,"mobility_ratio_wo = (params.get(""k_rw_0"", 0.2) / max(mu_w, 1e-6)) / ("
core/engine_surrogate/profile_generator_fast.py,391,0.8,"params.get(""k_ro_0"", 0.8) / max(mu_o, 1e-6)"
core/engine_surrogate/profile_generator_fast.py,393,0.05,"amp = float(np.clip(0.05 * mobility_ratio_wo, 0.0, 0.15))"
core/engine_surrogate/profile_generator_fast.py,393,0.15,"amp = float(np.clip(0.05 * mobility_ratio_wo, 0.0, 0.15))"
core/engine_surrogate/profile_generator_fast.py,414,0.3,"plateau_fraction: float = 0.3,"
core/engine_surrogate/profile_generator_fast.py,416,0.1,"ramp_up_fraction: float = 0.1,"
core/engine_surrogate/profile_generator_fast.py,428,0.05,- Low permeability (< 50 mD): 0.05-0.12 per year
core/engine_surrogate/profile_generator_fast.py,428,0.12,- Low permeability (< 50 mD): 0.05-0.12 per year
core/engine_surrogate/profile_generator_fast.py,429,0.12,- Medium permeability (50-200 mD): 0.12-0.20 per year
core/engine_surrogate/profile_generator_fast.py,429,0.2,- Medium permeability (50-200 mD): 0.12-0.20 per year
core/engine_surrogate/profile_generator_fast.py,430,0.2,- High permeability (> 200 mD): 0.20-0.35 per year
core/engine_surrogate/profile_generator_fast.py,430,0.35,- High permeability (> 200 mD): 0.20-0.35 per year
core/engine_surrogate/profile_generator_fast.py,445,365.25,total_years = time_vector[-1] / 365.25
core/engine_surrogate/profile_generator_fast.py,448,0.15,"decline_rate = params.get(""decline_rate"", params.get(""base_decline_rate"", 0.15))"
core/engine_surrogate/profile_generator_fast.py,451,5.0,"breakthrough_time = params.get(""breakthrough_time_years"", 5.0)"
core/engine_surrogate/profile_generator_fast.py,452,3.0,"mobility_ratio = params.get(""mobility_ratio"", 3.0)"
core/engine_surrogate/profile_generator_fast.py,459,365.25,time_years = time_vector / 365.25
core/engine_surrogate/profile_generator_fast.py,471,0.1,"total_years - effective_plateau_years - effective_ramp_years, 0.1"
core/engine_surrogate/profile_generator_fast.py,475,365.25,ramp_up_days = total_years * 365.25 * ramp_up_fraction
core/engine_surrogate/profile_generator_fast.py,476,365.25,plateau_days = total_years * 365.25 * plateau_fraction
core/engine_surrogate/profile_generator_fast.py,501,5.0,or 5.0
core/engine_surrogate/profile_generator_fast.py,506,1500.0,or 1500.0
core/engine_surrogate/profile_generator_fast.py,511,2500.0,or 2500.0
core/engine_surrogate/profile_generator_fast.py,513,2065.0,"mmp = float(params.get(""mmp"") or 2065.0)"
core/engine_surrogate/profile_generator_fast.py,523,1000.0,"w_ft = float(params.get(""width_ft"", 1000.0))"
core/engine_surrogate/profile_generator_fast.py,524,2000.0,"l_ft = float(params.get(""length_ft"", 2000.0))"
core/engine_surrogate/profile_generator_fast.py,525,43560.0,area_acres = (w_ft * l_ft) / 43560.0
core/engine_surrogate/profile_generator_fast.py,527,100.0,"perm_md = float(params.get(""permeability"", 100.0))"
core/engine_surrogate/profile_generator_fast.py,528,40.0,pattern_spacing_acres = 40.0 if perm_md >= 20.0 else 20.0
core/engine_surrogate/profile_generator_fast.py,528,20.0,pattern_spacing_acres = 40.0 if perm_md >= 20.0 else 20.0
core/engine_surrogate/profile_generator_fast.py,528,20.0,pattern_spacing_acres = 40.0 if perm_md >= 20.0 else 20.0
core/engine_surrogate/profile_generator_fast.py,566,0.1,"peak_rate_estimate = ultimate_recovery / max(ramp_and_plateau_integral, 0.1) / 365.25"
core/engine_surrogate/profile_generator_fast.py,566,365.25,"peak_rate_estimate = ultimate_recovery / max(ramp_and_plateau_integral, 0.1) / 365.25"
core/engine_surrogate/profile_generator_fast.py,572,365.25,ultimate_recovery / (effective_plateau_years + decline_integral) / 365.25
core/engine_surrogate/profile_generator_fast.py,578,365.25,ramp_up_days = total_years * 365.25 * ramp_up_fraction
core/engine_surrogate/profile_generator_fast.py,579,365.25,plateau_days = total_years * 365.25 * plateau_fraction
core/engine_surrogate/profile_generator_fast.py,590,365.25,decline_time_years = (t - decline_start) / 365.25
core/engine_surrogate/profile_generator_fast.py,601,0.2,* (1.0 + 0.2 * (1.0 - np.exp(-time_from_bt / 3.0)))
core/engine_surrogate/profile_generator_fast.py,601,3.0,* (1.0 + 0.2 * (1.0 - np.exp(-time_from_bt / 3.0)))
core/engine_surrogate/profile_generator_fast.py,631,0.2,"initial_decline: float = 0.2,"
core/engine_surrogate/profile_generator_fast.py,649,365.25,time_years = time_vector / 365.25
core/engine_surrogate/profile_generator_fast.py,660,365.25,qi = ultimate_recovery * initial_decline / 365.25
core/engine_surrogate/profile_generator_fast.py,662,365.25,qi = ultimate_recovery * initial_decline / 365.25
core/engine_surrogate/profile_generator_fast.py,664,0.01,if abs(1 - b_factor) < 0.01:
core/engine_surrogate/profile_generator_fast.py,665,365.25,qi = ultimate_recovery * initial_decline / 365.25
core/engine_surrogate/profile_generator_fast.py,667,365.25,qi = (ultimate_recovery * initial_decline * (1 - b_factor) / 365.25) ** (
core/engine_surrogate/profile_generator_fast.py,692,0.3,"midpoint: float = 0.3,"
core/engine_surrogate/profile_generator_fast.py,706,365.25,time_years = time_vector / 365.25
core/engine_surrogate/profile_generator_fast.py,757,365.25,time_years = time_vector / 365.25
core/engine_surrogate/profile_generator_fast.py,761,30.0,"inj_period = params.get(""huff_n_puff_injection_period_days"", 30.0)"
core/engine_surrogate/profile_generator_fast.py,762,15.0,"soak_period = params.get(""huff_n_puff_soaking_period_days"", 15.0)"
core/engine_surrogate/profile_generator_fast.py,763,45.0,"prod_period = params.get(""huff_n_puff_production_period_days"", 45.0)"
core/engine_surrogate/profile_generator_fast.py,768,0.3,"prod_rate_fraction = params.get(""huff_n_puff_production_rate_fraction"", 0.3)"
core/engine_surrogate/profile_generator_fast.py,772,90.0,cycle_length = 90.0
core/engine_surrogate/profile_generator_fast.py,773,30.0,inj_period = 30.0
core/engine_surrogate/profile_generator_fast.py,774,15.0,soak_period = 15.0
core/engine_surrogate/profile_generator_fast.py,775,45.0,prod_period = 45.0
core/engine_surrogate/profile_generator_fast.py,779,5000.0,"injection_rate = params.get(""injection_rate"", 5000.0)  # MSCFD"
core/engine_surrogate/profile_generator_fast.py,780,0.05297,"co2_density = params.get(""co2_density_tonne_per_mscf"", 0.05297)"
core/engine_surrogate/profile_generator_fast.py,784,1.5,"oil_per_co2_ratio = params.get(""hnp_oil_per_co2_ratio"", 1.5)"
core/engine_surrogate/profile_generator_fast.py,822,0.02,"decay_rate = params.get(""huff_n_puff_production_decay_rate"", 0.02)"
core/engine_surrogate/profile_generator_fast.py,829,200.0,"initial_gor = params.get(""initial_gor"", 200.0)"
core/engine_surrogate/profile_generator_fast.py,830,1000.0,gas_profile[i] = instantaneous_rate * initial_gor / 1000.0 * recovery_scale
core/engine_surrogate/profile_generator_fast.py,831,0.1,"water_cut = params.get(""water_cut_start"", 0.1)"
core/engine_surrogate/profile_generator_fast.py,861,0.1,water_cut = water_cut_start + 0.1 * (water_cut - water_cut_start)
core/engine_surrogate/profile_generator_fast.py,863,0.05,"water_cut_start = params.get(""water_cut_start"", 0.05)"
core/engine_surrogate/profile_generator_fast.py,870,1.8,"wag_water_enhancement = params.get(""wag_water_enhancement"", 1.8)"
core/engine_surrogate/profile_generator_fast.py,871,0.2,base_water_cut = water_cut_start + 0.2 * (water_cut - water_cut_start)
core/engine_surrogate/profile_generator_fast.py,876,0.2,water_cut = water_cut_start + 0.2 * (water_cut - water_cut_start)
core/engine_surrogate/profile_generator_fast.py,878,0.95,"water_cut = np.clip(water_cut, max(0.0, water_cut_start), 0.95)"
core/engine_surrogate/profile_generator_fast.py,918,365.25,time_years = time_vector / 365.25
core/engine_surrogate/profile_generator_fast.py,920,200.0,"initial_gor = params.get(""initial_gor"", 200.0)"
core/engine_surrogate/profile_generator_fast.py,921,5.0,"breakthrough_time_years = params.get(""breakthrough_time_years"", 5.0)"
core/engine_surrogate/profile_generator_fast.py,922,5.0,"mobility_ratio = params.get(""mobility_ratio"", 5.0)"
core/engine_surrogate/profile_generator_fast.py,924,0.05,"pre_bt_co2_frac = params.get(""pre_breakthrough_co2_fraction_in_solution_gas"", 0.05)"
core/engine_surrogate/profile_generator_fast.py,929,0.2,"if tp else params.get(""residual_gas_trapping_fraction"", 0.20)"
core/engine_surrogate/profile_generator_fast.py,933,0.03,"if tp else params.get(""solubility_trapping_fraction"", 0.03)"
core/engine_surrogate/profile_generator_fast.py,939,0.2,"co2_rate_const = params.get(""co2_production_rate_constant"", 0.2)"
core/engine_surrogate/profile_generator_fast.py,942,0.95,"total_trapping = float(np.clip(residual_trap + solubility_trap + structural_trap, 0.0, 0.95))"
core/engine_surrogate/profile_generator_fast.py,944,0.78,E = (0.78 + 0.22 * (mobility_ratio ** 0.25)) ** 4
core/engine_surrogate/profile_generator_fast.py,944,0.22,E = (0.78 + 0.22 * (mobility_ratio ** 0.25)) ** 4
core/engine_surrogate/profile_generator_fast.py,944,0.25,E = (0.78 + 0.22 * (mobility_ratio ** 0.25)) ** 4
core/engine_surrogate/profile_generator_fast.py,946,10.0,"koval_factor = float(np.clip(koval_factor, 0.5, 10.0))"
core/engine_surrogate/profile_generator_fast.py,949,0.1,"frac_flow_co2 = float(np.clip(frac_flow_co2, 0.1, 0.7))"
core/engine_surrogate/profile_generator_fast.py,949,0.7,"frac_flow_co2 = float(np.clip(frac_flow_co2, 0.1, 0.7))"
core/engine_surrogate/profile_generator_fast.py,1083,0.001,"mobility_factor = params.get(""mobility_ratio_factor"", 0.001)"
core/engine_surrogate/profile_generator_fast.py,1086,1.5,"wag_ratio_enhancement = params.get(""wag_ratio_enhancement_factor"", 1.5)"
core/engine_surrogate/profile_generator_fast.py,1087,0.1,"co2_taper_percentage = params.get(""co2_taper_percentage"", 0.1)"
core/engine_surrogate/profile_generator_fast.py,1088,0.85,"min_co2_taper_factor = params.get(""min_co2_taper_factor"", 0.85)"
core/engine_surrogate/profile_generator_fast.py,1089,0.005,"default_b_gas = params.get(""default_gas_fvf"", 0.005)"
core/engine_surrogate/profile_generator_fast.py,1146,30.0,"inj_period = params.get(""huff_n_puff_injection_period_days"", 30.0)"
core/engine_surrogate/profile_generator_fast.py,1147,7.0,"soak_period = params.get(""huff_n_puff_soaking_period_days"", 7.0)"
core/engine_surrogate/profile_generator_fast.py,1148,60.0,"prod_period = params.get(""huff_n_puff_production_period_days"", 60.0)"
core/engine_surrogate/profile_generator_fast.py,1153,97.0,cycle_length = 97.0
core/engine_surrogate/profile_generator_fast.py,1154,30.0,inj_period = 30.0
core/engine_surrogate/profile_generator_fast.py,1155,7.0,soak_period = 7.0
core/engine_surrogate/profile_generator_fast.py,1156,60.0,prod_period = 60.0
core/engine_surrogate/profile_generator_fast.py,1184,0.9,"mixing_efficiency = params.get(""swag_mixing_efficiency"", 0.9)"
core/engine_surrogate/profile_generator_fast.py,1190,0.005,"water_rate_bpd = base_injection_rate * wgr * params.get(""default_gas_fvf"", 0.005) * 1000"
core/engine_surrogate/profile_generator_fast.py,1222,5.0,"duration_years = params.get(""tapered_duration_years"", 5.0)"
core/engine_surrogate/profile_generator_fast.py,1225,365.25,time_years = time_vector / 365.25
core/engine_surrogate/profile_generator_fast.py,1226,0.001,"t_normalized = np.clip(time_years / max(duration_years, 0.001), 0.0, 1.0)"
core/engine_surrogate/profile_generator_fast.py,1229,3.0,"exponential_decay_factor = params.get(""exponential_decay_factor"", 3.0)"
core/engine_surrogate/profile_generator_fast.py,1246,0.05,"min_floor = base_injection_rate * params.get(""tapered_min_rate_floor"", 0.05)"
core/engine_surrogate/profile_generator_fast.py,1260,15.0,"pulse_days = params.get(""pulsed_pulse_duration_days"", 15.0)"
core/engine_surrogate/profile_generator_fast.py,1261,15.0,"pause_days = params.get(""pulsed_pause_duration_days"", 15.0)"
core/engine_surrogate/profile_generator_fast.py,1266,30.0,cycle_length = 30.0
core/engine_surrogate/profile_generator_fast.py,1267,15.0,pulse_days = 15.0
core/engine_surrogate/surrogate_engine.py,88,0.15,"""structural"": 0.15,"
core/engine_surrogate/surrogate_engine.py,89,0.25,"""residual"": 0.25,"
core/engine_surrogate/surrogate_engine.py,90,0.2,"""solubility"": 0.20,"
core/engine_surrogate/surrogate_engine.py,91,0.05,"""mineral"": 0.05,"
core/engine_surrogate/surrogate_engine.py,92,0.65,"""total"": 0.65,"
core/engine_surrogate/surrogate_engine.py,184,3000.0,"initial_pressure = getattr(reservoir_data, 'initial_pressure', 3000.0)"
core/engine_surrogate/surrogate_engine.py,192,0.25,"swi = getattr(reservoir_data, 'connate_water_saturation', 0.25)"
core/engine_surrogate/surrogate_engine.py,193,1.2,bo = 1.2 # Assume typical formation volume factor
core/engine_surrogate/surrogate_engine.py,202,1000.0,"bg = getattr(reservoir_data, ""bg"", bg_rb_per_mscf / 1000.0)  # RB/SCF for gas_profile conv."
core/engine_surrogate/surrogate_engine.py,208,1000.0,"profile_result[""gas_profile""] * 1000.0 * bg)  # MSCFD->SCF->RB"
core/engine_surrogate/surrogate_engine.py,220,1430.0,"p_max = params.get(""target_pressure_psi"", 1430.0) * 1.5"
core/engine_surrogate/surrogate_engine.py,220,1.5,"p_max = params.get(""target_pressure_psi"", 1430.0) * 1.5"
core/engine_surrogate/surrogate_engine.py,221,1000.0,"p_min = params.get(""bhp_prod"", 1000.0)"
core/engine_surrogate/surrogate_engine.py,222,1e-05,"c_o = params.get(""compressibility_oil"", 1.0e-5)"
core/engine_surrogate/surrogate_engine.py,223,3e-06,"c_w = params.get(""compressibility_water"", 3.0e-6)"
core/engine_surrogate/surrogate_engine.py,224,4e-06,"c_f = params.get(""compressibility_rock"", 4.0e-6)"
core/engine_surrogate/surrogate_engine.py,227,1000.0,"bg_ref = getattr(reservoir_data, ""bg"", bg_rb_per_mscf / 1000.0)"
core/engine_surrogate/surrogate_engine.py,240,100.0,"bg_dynamic = bg_ref * (initial_pressure / max(current_p, 100.0))"
core/engine_surrogate/surrogate_engine.py,242,100.0,"c_g_dynamic = 1.0 / max(current_p, 100.0)"
core/engine_surrogate/surrogate_engine.py,253,1000.0,"nominal_gas_rb = profile_result[""gas_profile""][i] * 1000.0 * bg_dynamic"
core/engine_surrogate/surrogate_engine.py,258,0.25,"S_wi = params.get(""connate_water_saturation"", 0.25)"
core/engine_surrogate/surrogate_engine.py,259,0.25,"S_orm = params.get(""residual_oil_saturation"", 0.25)"
core/engine_surrogate/surrogate_engine.py,262,2500.0,"mmp = params.get(""mmp"", 2500.0)"
